Identifier	GC	ATGC	Percentage
GCF_001908625.1_ASM190862v1_genomic	3343716	5907691	.56599371
GCF_001908655.1_ASM190865v1_genomic	3346649	5913496	.56593409
GCF_001908675.1_ASM190867v1_genomic	3351010	5921376	.56591744
GCF_001908695.1_ASM190869v1_genomic	3346763	5914083	.56589719
GCF_001908715.1_ASM190871v1_genomic	3071930	5379063	.57109016
GCF_001908725.1_ASM190872v1_genomic	3426889	5349905	.64055137
GCF_001908755.1_ASM190875v1_genomic	3438976	5416201	.63494246
GCF_001908775.1_ASM190877v1_genomic	3563122	5625449	.63339335
GCF_001908795.1_ASM190879v1_genomic	3544124	5500184	.64436462
GCF_001908815.1_ASM190881v1_genomic	3452555	5393910	.64008390
GCF_001908835.1_ASM190883v1_genomic	1763260	3147211	.56026113
GCF_001908855.1_ASM190885v1_genomic	3453077	5346417	.64586750
GCF_001908875.1_ASM190887v1_genomic	3350253	5920288	.56589358
GCF_001908895.1_ASM190889v1_genomic	3166480	5526153	.57299897
GCF_001913135.1_ASM191313v1_genomic	3489906	5386170	.64793833
GCF_001913155.1_ASM191315v1_genomic	1468859	4271158	.34390181
GCF_001913175.1_ASM191317v1_genomic	3206131	5627728	.56970255
GCF_001913195.1_ASM191319v1_genomic	1141746	3005352	.37990425
GCF_001913215.1_ASM191321v1_genomic	3932623	6741119	.58337836
GCF_001913235.1_ASM191323v1_genomic	3895850	6676278	.58353621
GCF_001921905.1_ASM192190v1_genomic	1118524	3967717	.28190619
GCF_001921925.1_ASM192192v1_genomic	1240403	4414346	.28099360
GCF_001921945.1_ASM192194v1_genomic	1174803	4194523	.28008023
GCF_001921965.1_ASM192196v1_genomic	1130867	4011842	.28188223
GCF_001921985.1_ASM192198v1_genomic	1200038	4303351	.27886128
GCF_001922005.1_ASM192200v1_genomic	1827313	3929787	.46499034
GCF_001922025.1_ASM192202v1_genomic	1184457	2726576	.43441187
GCF_001922045.1_ASM192204v1_genomic	3531277	5471672	.64537439
GCF_001922065.1_ASM192206v1_genomic	3546105	5495381	.64528828
GCF_001922085.1_ASM192208v1_genomic	3552255	5505538	.64521487
GCF_001922105.1_ASM192210v1_genomic	3526148	5463329	.64542113
GCF_001922145.1_ASM192214v1_genomic	2775906	6091803	.45567888
GCF_001922165.1_ASM192216v1_genomic	2530598	4846742	.52212352
GCF_001922185.1_ASM192218v1_genomic	2532822	4856457	.52153699
GCF_001922205.1_ASM192220v1_genomic	1621146	4156005	.39007315
GCF_001922225.1_ASM192222v1_genomic	1593063	4076357	.39080556
GCF_001922245.1_ASM192224v1_genomic	1628387	4174158	.39011149
GCF_001922265.1_ASM192226v1_genomic	1234064	2368140	.52111108
GCF_001922285.1_ASM192228v1_genomic	1233547	2367880	.52094996
GCF_001922305.1_ASM192230v1_genomic	2513441	3735506	.67285154
GCF_001922325.1_ASM192232v1_genomic	914857	2170623	.42147208
GCF_001922345.1_ASM192234v1_genomic	4749597	7502907	.63303423
GCF_001922385.1_ASM192238v1_genomic	3178324	4819238	.65950758
GCF_001922405.1_ASM192240v1_genomic	933692	2700886	.34569841
GCF_001922465.1_ASM192246v1_genomic	3292647	5779484	.56971297
GCF_001922485.1_ASM192248v1_genomic	2894540	4411511	.65613346
GCF_001922545.1_ASM192254v1_genomic	325368	1156110	.28143342
GCF_001929095.2_ASM192909v2_genomic	3193872	5020011	.63622808
GCF_001929235.2_ASM192923v2_genomic	3242923	5093052	.63673471
GCF_001931535.1_ASM193153v1_genomic	11084475	16040666	.69102336
GCF_001931555.1_ASM193155v1_genomic	2633855	5050248	.52152983
GCF_001931575.1_ASM193157v1_genomic	2633809	5050625	.52148179
GCF_001931595.1_ASM193159v1_genomic	2630409	5043928	.52150010
GCF_001931615.1_ASM193161v1_genomic	2630251	5043245	.52153940
GCF_001931635.1_ASM193163v1_genomic	5676733	7931827	.71569047
GCF_001931675.1_ASM193167v1_genomic	2821104	4464185	.63194155
GCF_001931755.2_ASM193175v2_genomic	618876	1801626	.34350969
GCF_001932515.1_ASM193251v1_genomic	2431047	4792200	.50729247
GCF_001932535.1_ASM193253v1_genomic	1822685	3909699	.46619573
GCF_001932555.1_ASM193255v1_genomic	1404792	3538838	.39696420
GCF_001932595.1_ASM193259v1_genomic	1330474	3354469	.39662730
GCF_001932615.1_ASM193261v1_genomic	835139	2149545	.38851896
GCF_001932635.1_ASM193263v1_genomic	2550606	4920350	.51837897
GCF_001932675.1_ASM193267v1_genomic	1507271	4086550	.36883703
GCF_001932695.1_ASM193269v1_genomic	1061765	2342914	.45318138
GCF_001932715.1_ASM193271v1_genomic	744438	2092570	.35575297
GCF_001932735.1_ASM193273v1_genomic	1328258	3349099	.39660159
GCF_001932755.1_ASM193275v1_genomic	1312312	3308199	.39668472
GCF_001932775.1_ASM193277v1_genomic	1303875	3285457	.39686259
GCF_001932795.1_ASM193279v1_genomic	1360874	3429719	.39678877
GCF_001932815.1_ASM193281v1_genomic	1393552	3515614	.39638936
GCF_001932835.1_ASM193283v1_genomic	1393948	3516383	.39641529
GCF_001932855.1_ASM193285v1_genomic	1401329	3515553	.39860841
GCF_001932875.1_ASM193287v1_genomic	1386562	3489052	.39740365
GCF_001932895.1_ASM193289v1_genomic	1391380	3509728	.39643527
GCF_001932915.1_ASM193291v1_genomic	1393605	3515768	.39638707
GCF_001932935.1_ASM193293v1_genomic	1401339	3515597	.39860626
GCF_001936035.1_ASM193603v1_genomic	3090815	5387970	.57365111
GCF_001936175.1_ASM193617v1_genomic	4394184	6316624	.69565388
GCF_001936195.1_ASM193619v1_genomic	1811615	3338086	.54271070
GCF_001936215.1_ASM193621v1_genomic	3869962	5626623	.68779479
GCF_001936235.1_ASM193623v1_genomic	576130	1672949	.34437989
GCF_001936255.1_ASM193625v1_genomic	306214	1042690	.29367693
GCF_001936295.1_ASM193629v1_genomic	362447	1302058	.27836471
GCF_001936315.1_ASM193631v1_genomic	2911774	5773662	.50432013
GCF_001936335.1_ASM193633v1_genomic	702977	1610352	.43653623
GCF_001936355.1_ASM193635v1_genomic	574708	1844938	.31150531
GCF_001936375.1_ASM193637v1_genomic	1939803	5504043	.35243238
GCF_001936395.1_ASM193639v1_genomic	958956	3032078	.31627022
GCF_001936415.1_ASM193641v1_genomic	860697	2094030	.41102419
GCF_001938665.1_ASM193866v1_genomic	1718833	4151325	.41404443
GCF_001938685.1_ASM193868v1_genomic	1550186	3735181	.41502299
GCF_001938705.1_ASM193870v1_genomic	1553473	3741804	.41516685
GCF_001938725.1_ASM193872v1_genomic	2904159	4426109	.65614267
GCF_001939885.2_ASM193988v2_genomic	3227957	5652219	.57109552
GCF_001940525.2_ASM194052v2_genomic	2704007	4238255	.63800007
GCF_001941345.1_ASM194134v1_genomic	1571099	2862233	.54890674
GCF_001941365.1_ASM194136v1_genomic	557019	1766633	.31529978
GCF_001941385.1_ASM194138v1_genomic	601381	1915344	.31398067
GCF_001941405.1_ASM194140v1_genomic	2407666	4602439	.52312828
GCF_001941425.1_ASM194142v1_genomic	1549746	2790185	.55542768
GCF_001941445.1_ASM194144v1_genomic	1782698	2926436	.60917033
GCF_001941465.1_ASM194146v1_genomic	1652887	2758653	.59916451
GCF_001941485.1_ASM194148v1_genomic	1862140	2604152	.71506578
GCF_001941505.1_ASM194150v1_genomic	1939083	2594799	.74729603
GCF_001941525.1_ASM194152v1_genomic	668201	2290181	.29176776
GCF_001941565.1_ASM194156v1_genomic	1641897	2791853	.58810295
GCF_001941585.1_ASM194158v1_genomic	1306573	3409143	.38325555
GCF_001941605.1_ASM194160v1_genomic	1265736	3952957	.32019978
GCF_001941625.1_ASM194162v1_genomic	4990823	7120854	.70087422
GCF_001941645.1_ASM194164v1_genomic	5100026	7275385	.70099740
GCF_001941765.1_ASM194176v1_genomic	1560078	4004719	.38955991
GCF_001941785.1_ASM194178v1_genomic	1159394	2272328	.51022299
GCF_001941805.1_ASM194180v1_genomic	1305266	3378307	.38636689
GCF_001941825.1_ASM194182v1_genomic	4924707	7523017	.65461861
GCF_001941845.1_ASM194184v1_genomic	5483662	7585034	.72295813
GCF_001941865.1_ASM194186v1_genomic	3339724	5340293	.62538216
GCF_001941885.1_ASM194188v1_genomic	1891561	5341010	.35415792
GCF_001941905.1_ASM194190v1_genomic	1890727	5340399	.35404227
GCF_001941925.1_ASM194192v1_genomic	1884250	5324171	.35390486
GCF_001941945.1_ASM194194v1_genomic	3794609	5412463	.70108728
GCF_001942005.2_ASM194200v2_genomic	1219670	2337352	.52181699
GCF_001942025.1_ASM194202v1_genomic	4734905	7594958	.62342741
GCF_001945665.1_ASM194566v1_genomic	365752	1311545	.27887110
GCF_001950995.1_ASM195099v1_genomic	411506	1268220	.32447524
GCF_001951015.1_ASM195101v1_genomic	411513	1268242	.32447513
GCF_001951075.2_ASM195107v2_genomic	1078007	2381468	.45266491
GCF_001951095.1_ASM195109v1_genomic	1069657	2363492	.45257483
GCF_001951155.1_ASM195115v1_genomic	1689100	4007868	.42144601
GCF_001951175.1_ASM195117v1_genomic	812634	2316479	.35080568
GCF_001951235.1_ASM195123v1_genomic	555465	1821520	.30494586
GCF_001951255.1_ASM195125v1_genomic	497830	1629484	.30551389
GCF_001951275.1_ASM195127v1_genomic	497831	1629485	.30551431
GCF_001951295.1_ASM195129v1_genomic	508444	1669964	.30446404
GCF_001951315.1_ASM195131v1_genomic	509975	1675330	.30440271
GCF_001951335.1_ASM195133v1_genomic	502363	1644447	.30549053
GCF_001952735.1_ASM195273v1_genomic	1141344	3003994	.37994217
GCF_001952755.1_ASM195275v1_genomic	1169951	3082433	.37955439
GCF_001952775.1_ASM195277v1_genomic	1182316	3115752	.37946409
GCF_001952795.1_ASM195279v1_genomic	1141750	3005348	.37990608
GCF_001952815.1_ASM195281v1_genomic	2539764	6357185	.39951078
GCF_001952835.1_ASM195283v1_genomic	3031206	5269768	.57520672
GCF_001952875.1_ASM195287v1_genomic	3113614	5435802	.57279753
GCF_001952895.1_ASM195289v1_genomic	3355484	5880908	.57057243
GCF_001952915.1_ASM195291v1_genomic	3441550	6063895	.56754775
GCF_001952935.1_ASM195293v1_genomic	3657730	6208705	.58912929
GCF_001952955.1_ASM195295v1_genomic	2431560	4851664	.50118062
GCF_001952995.1_ASM195299v1_genomic	2534999	4859000	.52171208
GCF_001953015.1_ASM195301v1_genomic	2461271	4710704	.52248474
GCF_001953035.1_ASM195303v1_genomic	2563378	4917142	.52131461
GCF_001953055.1_ASM195305v1_genomic	1967233	3357577	.58590852
GCF_001953075.1_ASM195307v1_genomic	2869379	5003575	.57346577
GCF_001953135.1_ASM195313v1_genomic	929993	1868180	.49780695
GCF_001953155.1_ASM195315v1_genomic	729436	1746718	.41760375
GCF_001953175.1_ASM195317v1_genomic	1129326	2092789	.53962726
GCF_001953195.1_ASM195319v1_genomic	1557440	3636349	.42829772
GCF_001953235.1_ASM195323v1_genomic	1181913	3130591	.37753670
GCF_001953255.1_ASM195325v1_genomic	1180494	3126703	.37755232
GCF_001953675.1_ASM195367v1_genomic	2534999	4858999	.52171218
GCF_001953695.1_ASM195369v1_genomic	2535000	4859001	.52171217
GCF_001953935.1_ASM195393v1_genomic	1189049	2736315	.43454390
GCF_001953955.1_ASM195395v1_genomic	1161703	2674170	.43441628
GCF_001955695.1_ASM195569v1_genomic	3898941	5895641	.66132605
GCF_001955715.1_ASM195571v1_genomic	2599218	4264855	.60945049
GCF_001955735.1_ASM195573v1_genomic	2389013	4055436	.58908906
GCF_001956655.1_ASM195665v2_genomic	838573	2606667	.32170315
GCF_001956695.1_ASM195669v1_genomic	794319	2866429	.27711099
GCF_001956715.1_ASM195671v1_genomic	1171576	2236743	.52378659
GCF_001956735.1_ASM195673v1_genomic	2429340	4648086	.52265384
GCF_001956755.1_ASM195675v1_genomic	923123	2804758	.32912750
GCF_001956795.1_ASM195679v1_genomic	937850	2325026	.40337183
GCF_001956815.1_ASM195681v1_genomic	961777	2934971	.32769557
GCF_001956965.1_ASM195696v1_genomic	3324580	5869161	.56644893
GCF_001956985.1_ASM195698v1_genomic	5070488	7651896	.66264465
GCF_001969085.2_ASM196908v2_genomic	1234279	2369254	.52095680
GCF_001969095.1_ASM196909v2_genomic	1235327	2371210	.52096904
GCF_001969145.1_ASM196914v2_genomic	1234670	2369898	.52098022
GCF_001969165.3_ASM196916v3_genomic	1234271	2369167	.52097256
GCF_001969265.1_ASM196926v1_genomic	3327242	5041568	.65996174
GCF_001969285.3_ASM196928v4_genomic	2595766	5127039	.50628949
GCF_001969305.1_ASM196930v1_genomic	3296858	5763656	.57200811
GCF_001969325.1_ASM196932v1_genomic	2791646	6195978	.45055776
GCF_001969345.1_ASM196934v1_genomic	2557818	4291376	.59603679
GCF_001969365.1_ASM196936v1_genomic	2673878	4315457	.61960482
GCF_001969385.1_ASM196938v1_genomic	3613752	5424264	.66621978
GCF_001969405.1_ASM196940v1_genomic	1318935	3439440	.38347376
GCF_001969425.1_ASM196942v1_genomic	2731480	5262033	.51909214
GCF_001969445.1_ASM196944v1_genomic	3110584	4385603	.70927167
GCF_001970835.1_ASM197083v1_genomic	3574211	6394387	.55896069
GCF_001971565.1_ASM197156v1_genomic	1391258	3268053	.42571463
GCF_001971585.1_ASM197158v1_genomic	896252	2534178	.35366576
GCF_001971605.1_ASM197160v1_genomic	2601247	3938206	.66051572
GCF_001971625.1_ASM197162v1_genomic	1960688	3434749	.57083880
GCF_001971645.1_ASM197164v1_genomic	4226842	6492697	.65101482
GCF_001971665.1_ASM197166v1_genomic	3857206	5654313	.68217058
GCF_001971685.1_ASM197168v1_genomic	2697262	4129523	.65316551
GCF_001971725.1_ASM197172v1_genomic	1153218	3349669	.34427819
GCF_001971745.1_ASM197174v1_genomic	975297	3192399	.30550598
GCF_001971765.1_ASM197176v1_genomic	2683564	5312757	.50511702
GCF_001971785.1_ASM197178v1_genomic	1210749	3752836	.32262241
GCF_001971805.1_ASM197180v1_genomic	2050993	3592978	.57083372
GCF_001973275.2_ASM197327v2_genomic	2472092	4738494	.52170415
GCF_001974965.1_ASM197496v1_genomic	1163758	2264278	.51396427
GCF_001974985.1_ASM197498v1_genomic	2393947	3424892	.69898466
GCF_001975005.1_ASM197500v1_genomic	961999	2927237	.32863720
GCF_001975025.1_ASM197502v1_genomic	6218703	8625867	.72093657
GCF_001975045.1_ASM197504v1_genomic	940725	2862577	.32862871
GCF_001975065.1_ASM197506v1_genomic	4940063	7248498	.68152919
GCF_001975085.1_ASM197508v1_genomic	4972591	7300607	.68112021
GCF_001975105.1_ASM197510v1_genomic	4982603	7317380	.68092718
GCF_001975125.1_ASM197512v1_genomic	5049289	7437059	.67893625
GCF_001975145.1_ASM197514v1_genomic	5049252	7436980	.67893849
GCF_001975165.1_ASM197516v1_genomic	1219520	2337090	.52181131
GCF_001975205.1_ASM197520v1_genomic	2507150	3645455	.68774679
GCF_001975225.1_ASM197522v1_genomic	2730793	4857324	.56220112
GCF_001975245.1_ASM197524v1_genomic	2530718	4847468	.52207007
GCF_001975265.1_ASM197526v1_genomic	2452790	4693979	.52253961
GCF_001975285.1_ASM197528v1_genomic	2504829	4801658	.52165918
GCF_001975305.1_ASM197530v1_genomic	2531465	4849139	.52204422
GCF_001975325.1_ASM197532v1_genomic	2509927	4801835	.52270163
GCF_001975345.1_ASM197534v1_genomic	2489019	4777558	.52098143
GCF_001975365.1_ASM197536v1_genomic	2443606	4668861	.52338375
GCF_001975385.1_ASM197538v1_genomic	2410259	4618056	.52192069
GCF_001975405.1_ASM197540v1_genomic	2432297	4651794	.52287289
GCF_001975425.1_ASM197542v1_genomic	2387027	4566169	.52276361
GCF_001975445.1_ASM197544v1_genomic	2570528	4942273	.52011048
GCF_001975515.1_ASM197551v1_genomic	2369824	4532753	.52282222
GCF_001975555.1_ASM197555v1_genomic	2450854	4690402	.52252536
GCF_001975605.1_ASM197560v1_genomic	2448637	4691807	.52189636
GCF_001975625.1_ASM197562v1_genomic	2564625	4916040	.52168513
GCF_001975645.1_ASM197564v1_genomic	2424033	4640929	.52231632
GCF_001975665.1_ASM197566v1_genomic	1217168	4125014	.29507002
GCF_001975685.1_ASM197568v1_genomic	881461	2300992	.38307868
GCF_001975705.1_ASM197570v1_genomic	3453664	5259072	.65670597
GCF_001975955.2_ASM197595v2_genomic	2066609	2996750	.68961675
GCF_001983935.1_ASM198393v1_genomic	4986593	8920478	.55900513
GCF_001983955.1_ASM198395v1_genomic	806020	1966910	.40978997
GCF_001983975.1_ASM198397v1_genomic	7252465	10184660	.71209691
GCF_001983995.1_ASM198399v1_genomic	2373361	4116357	.57656831
GCF_001984015.1_ASM198401v1_genomic	3906192	5665081	.68952094
GCF_001984035.1_ASM198403v1_genomic	2848588	4285026	.66477729
GCF_001984445.1_ASM198444v1_genomic	5936311	8243179	.72014825
GCF_001984825.2_ASM198482v2_genomic	2908423	5218125	.55736936
GCF_001984925.1_ASM198492v1_genomic	2779651	4105364	.67707784
GCF_001984945.1_ASM198494v1_genomic	2776327	4100254	.67711097
GCF_001984965.1_ASM198496v1_genomic	2776923	4101097	.67711712
GCF_001984985.1_ASM198498v1_genomic	2780303	4106400	.67706579
GCF_001985005.1_ASM198500v1_genomic	2778979	4104313	.67708749
GCF_001985025.1_ASM198502v1_genomic	2777623	4102209	.67710421
GCF_001985045.1_ASM198504v1_genomic	2777080	4101625	.67706823
GCF_001985065.1_ASM198506v1_genomic	2778299	4103251	.67709701
GCF_001985085.1_ASM198508v1_genomic	2786854	4116415	.67700997
GCF_001985105.1_ASM198510v1_genomic	2777624	4102201	.67710577
GCF_001985125.1_ASM198512v1_genomic	2780046	4105889	.67708747
GCF_001985145.1_ASM198514v1_genomic	2780993	4107481	.67705559
GCF_001985165.1_ASM198516v1_genomic	2778269	4103215	.67709564
GCF_001985205.1_ASM198520v1_genomic	2781650	4108495	.67704840
GCF_001985225.1_ASM198522v1_genomic	2780319	4106406	.67706870
GCF_001985245.1_ASM198524v1_genomic	2777738	4102661	.67705764
GCF_001985265.1_ASM198526v1_genomic	2782283	4109506	.67703587
GCF_001985285.1_ASM198528v1_genomic	2778402	4103696	.67704868
GCF_001985305.1_ASM198530v1_genomic	2782310	4109528	.67703882
GCF_001985325.1_ASM198532v1_genomic	2780954	4107439	.67705302
GCF_001985345.1_ASM198534v1_genomic	2780882	4107280	.67706170
GCF_001985365.1_ASM198536v1_genomic	2781635	4108484	.67704656
GCF_001985385.1_ASM198538v1_genomic	2783455	4111081	.67706158
GCF_001985405.1_ASM198540v1_genomic	2777332	4101757	.67710788
GCF_001985425.1_ASM198542v1_genomic	2778298	4103252	.67709660
GCF_001985445.1_ASM198544v1_genomic	2780306	4106396	.67706718
GCF_001985465.1_ASM198546v1_genomic	2777641	4102311	.67709176
GCF_001985485.1_ASM198548v1_genomic	2778547	4103534	.67711075
GCF_001985505.1_ASM198550v1_genomic	2780294	4106384	.67706624
GCF_001985525.1_ASM198552v1_genomic	2780328	4106501	.67705523
GCF_001985545.1_ASM198554v1_genomic	2783662	4111652	.67701789
GCF_001985565.1_ASM198556v1_genomic	2779211	4104580	.67709997
GCF_001985585.1_ASM198558v1_genomic	2779958	4105954	.67705532
GCF_001985605.1_ASM198560v1_genomic	2781651	4108494	.67704881
GCF_001985625.1_ASM198562v1_genomic	2781634	4108484	.67704632
GCF_001985645.1_ASM198564v1_genomic	2780310	4106407	.67706635
GCF_001985665.1_ASM198566v1_genomic	2782980	4110589	.67702706
GCF_001985685.1_ASM198568v1_genomic	2780308	4106397	.67706751
GCF_001985705.1_ASM198570v1_genomic	2780299	4106386	.67706713
GCF_001985725.1_ASM198572v1_genomic	2784371	4112738	.67701151
GCF_001985745.1_ASM198574v1_genomic	2778273	4103225	.67709496
GCF_001985765.1_ASM198576v1_genomic	2779613	4105309	.67707765
GCF_001985785.1_ASM198578v1_genomic	2779627	4105340	.67707595
GCF_001985805.1_ASM198580v1_genomic	2777628	4102205	.67710609
GCF_001985825.1_ASM198582v1_genomic	2781877	4108752	.67706130
GCF_001985845.1_ASM198584v1_genomic	2780974	4107480	.67705113
GCF_001985865.1_ASM198586v1_genomic	2782318	4109556	.67703615
GCF_001985885.1_ASM198588v1_genomic	2778916	4104251	.67708237
GCF_001985905.1_ASM198590v1_genomic	2780926	4107382	.67705560
GCF_001985925.1_ASM198592v1_genomic	2779627	4105333	.67707710
GCF_001985945.1_ASM198594v1_genomic	2780975	4107443	.67705747
GCF_001985965.1_ASM198596v1_genomic	2780295	4106377	.67706764
GCF_001985985.1_ASM198598v1_genomic	2777643	4102567	.67705000
GCF_001986005.1_ASM198600v1_genomic	2781643	4108471	.67705065
GCF_001986025.1_ASM198602v1_genomic	2768933	4088698	.67721631
GCF_001986045.1_ASM198604v1_genomic	2780971	4107430	.67705864
GCF_001986065.1_ASM198606v1_genomic	2780336	4106507	.67705619
GCF_001986085.1_ASM198608v1_genomic	2779640	4105353	.67707697
GCF_001986105.1_ASM198610v1_genomic	2780969	4107433	.67705766
GCF_001986135.1_ASM198613v1_genomic	932453	2839706	.32836251
GCF_001986155.1_ASM198615v1_genomic	2782308	4109545	.67703553
GCF_001986175.1_ASM198617v1_genomic	2778416	4103704	.67705078
GCF_001986195.1_ASM198619v1_genomic	2779633	4105333	.67707857
GCF_001986215.1_ASM198621v1_genomic	2780332	4106500	.67705637
GCF_001986235.1_ASM198623v1_genomic	2777610	4102182	.67710550
GCF_001986255.1_ASM198625v1_genomic	2778939	4104277	.67708368
GCF_001986275.1_ASM198627v1_genomic	2780278	4106355	.67706713
GCF_001986295.1_ASM198629v1_genomic	2780300	4106385	.67706754
GCF_001986315.1_ASM198631v1_genomic	2780321	4106497	.67705418
GCF_001986335.1_ASM198633v1_genomic	2782428	4109711	.67703738
GCF_001986355.1_ASM198635v1_genomic	2780329	4106504	.67705498
GCF_001986375.1_ASM198637v1_genomic	2778314	4103277	.67709637
GCF_001986415.1_ASM198641v1_genomic	2778303	4103249	.67709831
GCF_001986435.1_ASM198643v1_genomic	2781666	4108515	.67704900
GCF_001986455.1_ASM198645v1_genomic	2778884	4104176	.67708694
GCF_001986475.1_ASM198647v1_genomic	2776962	4101167	.67711507
GCF_001986495.1_ASM198649v1_genomic	2777006	4101131	.67713174
GCF_001986515.1_ASM198651v1_genomic	2780299	4106392	.67706614
GCF_001986535.1_ASM198653v1_genomic	2782999	4110608	.67702855
GCF_001986555.1_ASM198655v1_genomic	2779624	4105342	.67707489
GCF_001986575.1_ASM198657v1_genomic	2779639	4105337	.67707937
GCF_001986595.1_ASM198659v1_genomic	2783090	4110595	.67705283
GCF_001986615.1_ASM198661v1_genomic	2779634	4105334	.67707864
GCF_001986635.1_ASM198663v1_genomic	2778931	4104260	.67708454
GCF_001986655.1_ASM198665v1_genomic	2780304	4106385	.67706851
GCF_001986675.1_ASM198667v1_genomic	2783649	4111638	.67701704
GCF_001986695.1_ASM198669v1_genomic	2780316	4106491	.67705396
GCF_001986715.1_ASM198671v1_genomic	2780196	4106294	.67705721
GCF_001986735.1_ASM198673v1_genomic	2781637	4108479	.67704788
GCF_001986755.1_ASM198675v1_genomic	2783655	4111642	.67701784
GCF_001986775.1_ASM198677v1_genomic	2778293	4103252	.67709538
GCF_001986795.1_ASM198679v1_genomic	2778253	4103204	.67709355
GCF_001986815.1_ASM198681v1_genomic	2782386	4109537	.67705583
GCF_001986835.1_ASM198683v1_genomic	2780324	4106500	.67705442
GCF_001986855.1_ASM198685v1_genomic	2783657	4111644	.67701800
GCF_001986875.1_ASM198687v1_genomic	2780258	4106327	.67706687
GCF_001986895.1_ASM198689v1_genomic	2782319	4109547	.67703788
GCF_001986915.1_ASM198691v1_genomic	2782317	4109547	.67703739
GCF_001986935.1_ASM198693v1_genomic	2782980	4110589	.67702706
GCF_001986955.1_ASM198695v1_genomic	2782320	4109549	.67703779
GCF_001986975.1_ASM198697v1_genomic	2784326	4112692	.67700814
GCF_001986995.1_ASM198699v1_genomic	2782987	4110588	.67702893
GCF_001987015.1_ASM198701v1_genomic	2783624	4111608	.67701590
GCF_001987035.1_ASM198703v1_genomic	2780298	4106381	.67706771
GCF_001987055.1_ASM198705v1_genomic	2778292	4103237	.67709761
GCF_001987075.1_ASM198707v1_genomic	2778264	4103220	.67709359
GCF_001987095.1_ASM198709v1_genomic	2782315	4109544	.67703740
GCF_001987115.1_ASM198711v1_genomic	2780976	4107454	.67705590
GCF_001987135.1_ASM198713v1_genomic	2778918	4104251	.67708285
GCF_001987155.1_ASM198715v1_genomic	2778919	4104253	.67708277
GCF_001987175.1_ASM198717v1_genomic	2778264	4103217	.67709409
GCF_001987195.1_ASM198719v1_genomic	2782313	4109543	.67703708
GCF_001987215.1_ASM198721v1_genomic	2782872	4110433	.67702648
GCF_001987235.1_ASM198723v1_genomic	2780307	4106397	.67706726
GCF_001987255.1_ASM198725v1_genomic	2781650	4108498	.67704791
GCF_001987275.1_ASM198727v1_genomic	2780966	4107427	.67705792
GCF_001987295.1_ASM198729v1_genomic	2778889	4104202	.67708387
GCF_001987315.1_ASM198731v1_genomic	2780975	4107435	.67705879
GCF_001987335.1_ASM198733v1_genomic	2784962	4113693	.67699801
GCF_001987355.1_ASM198735v1_genomic	2778959	4104294	.67708575
GCF_001987375.1_ASM198737v1_genomic	2769925	4091930	.67692384
GCF_001987395.1_ASM198739v1_genomic	2782960	4110505	.67703603
GCF_001987415.1_ASM198741v1_genomic	2778943	4104275	.67708499
GCF_001987435.1_ASM198743v1_genomic	2782321	4109548	.67703820
GCF_001987455.1_ASM198745v1_genomic	2780310	4106406	.67706651
GCF_001987475.1_ASM198747v1_genomic	2780921	4107398	.67705174
GCF_001987495.1_ASM198749v1_genomic	2779633	4105343	.67707692
GCF_001987515.1_ASM198751v1_genomic	2782006	4109174	.67702316
GCF_001987535.1_ASM198753v1_genomic	2783659	4111653	.67701700
GCF_001987555.1_ASM198755v1_genomic	2782987	4110592	.67702827
GCF_001987575.1_ASM198757v1_genomic	2778956	4104353	.67707529
GCF_001987595.1_ASM198759v1_genomic	2781669	4108598	.67703605
GCF_001987615.1_ASM198761v1_genomic	2781082	4107604	.67705698
GCF_001987635.1_ASM198763v1_genomic	2783655	4111640	.67701817
GCF_001987655.1_ASM198765v1_genomic	2782990	4110591	.67702916
GCF_001987675.1_ASM198767v1_genomic	2782987	4110595	.67702777
GCF_001987695.1_ASM198769v1_genomic	2778274	4103226	.67709504
GCF_001987715.1_ASM198771v1_genomic	2781004	4107558	.67704558
GCF_001987735.1_ASM198773v1_genomic	2780537	4106673	.67707777
GCF_001987755.1_ASM198775v1_genomic	2780327	4106503	.67705466
GCF_001987775.1_ASM198777v1_genomic	2782318	4109543	.67703829
GCF_001987795.1_ASM198779v1_genomic	2779594	4105288	.67707649
GCF_001987815.1_ASM198781v1_genomic	2780983	4107448	.67705860
GCF_001987835.1_ASM198783v1_genomic	2780970	4107434	.67705774
GCF_001987855.1_ASM198785v1_genomic	2785002	4113747	.67699885
GCF_001987875.1_ASM198787v1_genomic	2784350	4112724	.67700871
GCF_001987895.1_ASM198789v1_genomic	2779668	4105464	.67706549
GCF_001987915.1_ASM198791v1_genomic	2780271	4106346	.67706691
GCF_001987935.1_ASM198793v1_genomic	2780289	4106381	.67706552
GCF_001987955.1_ASM198795v1_genomic	2780996	4107474	.67705748
GCF_001987975.1_ASM198797v1_genomic	2782427	4109710	.67703730
GCF_001987995.1_ASM198799v1_genomic	2780301	4106384	.67706795
GCF_001988015.1_ASM198801v1_genomic	2780312	4106397	.67706848
GCF_001988035.1_ASM198803v1_genomic	2792027	4122649	.67724101
GCF_001988055.1_ASM198805v1_genomic	2799549	4134432	.67713025
GCF_001988075.1_ASM198807v1_genomic	2780307	4106401	.67706660
GCF_001988095.1_ASM198809v1_genomic	2777627	4102201	.67710650
