Identifier	DNA_Length	AA_Length
GCF_000397165.1_ASM39716v1_genomic	2064620	2352318
GCF_000397185.1_ASM39718v1_genomic	959779	678918
GCF_000397205.1_ASM39720v1_genomic	6867980	11309587
GCF_000400615.1_ASM40061v1_genomic	4414325	7498207
GCF_000400635.2_ASM40063v2_genomic	8982090	16144851
GCF_000400855.1_ASM40085v1_genomic	921093	689965
GCF_000400875.1_ASM40087v1_genomic	2275461	1731639
GCF_000400935.1_ASM40093v1_genomic	1123322	790714
GCF_000400955.1_ASM40095v1_genomic	1107344	785315
GCF_000401175.1_ASM40117v1_genomic	2839759	3022825
GCF_000401555.1_ASM40155v1_genomic	5024500	7780356
GCF_000401735.2_ASM40173v2_genomic	5082546	8815429
GCF_000402035.1_ASM40203v1_genomic	6964485	11777667
GCF_000403575.2_ASM40357v2_genomic	5114892	8863349
GCF_000404145.1_ASM40414v1_genomic	3350620	4639021
GCF_000404185.1_ASM40418v1_genomic	3350619	4639045
GCF_000404205.1_ASM40420v1_genomic	1752910	1555413
GCF_000404245.1_ASM40424v1_genomic	3455167	3076946
GCF_000406765.2_ASM40676v2_genomic	5547643	7853980
GCF_000408885.1_ASM40888v1_genomic	4376305	5333432
GCF_000410515.1_ASM41051v1_genomic	5155034	7017722
GCF_000410575.1_ASM41057v1_genomic	6870827	11032384
GCF_000410995.1_ASM41099v1_genomic	2093275	1808312
GCF_000412205.1_ASM41220v1_genomic	3360996	3104794
GCF_000412265.2_ASM41226v2_genomic	8716183	15924638
GCF_000412675.1_ASM41267v1_genomic	6156701	10043293
GCF_000412695.1_ASM41269v1_genomic	6484828	10977864
GCF_000412775.1_ASM41277v1_genomic	2875156	2196080
GCF_000414035.1_ASM41403v1_genomic	6342034	11038111
GCF_000414215.1_ASM41421v1_genomic	1938606	3201532
GCF_000417225.2_ASM41722v2_genomic	5710688	8045796
GCF_000417265.2_ASM41726v2_genomic	5523776	7817667
GCF_000418305.1_ASM41830v1_genomic	3113999	2836512
GCF_000418325.1_ASM41832v1_genomic	14782125	27189194
GCF_000418345.1_ASM41834v1_genomic	2983456	2284116
GCF_000418365.1_ASM41836v1_genomic	2751233	4727042
GCF_000418475.1_ASM41847v1_genomic	2883376	3128661
GCF_000418495.1_ASM41849v1_genomic	2990900	3247486
GCF_000418515.1_ASM41851v1_genomic	3143369	3417203
GCF_000418535.1_ASM41853v2_genomic	5662088	9915819
GCF_000419385.1_ASM41938v1_genomic	4042229	3522757
GCF_000419405.1_ASM41940v1_genomic	4053889	3528363
GCF_000419425.1_ASM41942v1_genomic	4005822	3498696
GCF_000422045.1_ASM42204v1_genomic	1818351	1543771
GCF_000422085.1_ASM42208v1_genomic	5282719	7330903
GCF_000422095.1_ASM42209v1_genomic	2702197	2605638
GCF_000422125.1_ASM42212v1_genomic	4391174	7463854
GCF_000422145.1_ASM42214v1_genomic	2681844	2583397
GCF_000427035.1_09mas018883_genomic	2138694	1703671
GCF_000427075.1_ILRI005_genomic	2109759	1673243
GCF_000427215.1_ASM42721v1_genomic	898433	675430
GCF_000427275.1_ASM42727v1_genomic	2501382	2415487
GCF_000430085.2_ASM43008v2_genomic	4931985	6277018
GCF_000430105.1_ASM43010v1_genomic	4951476	6302659
GCF_000430125.1_ASM43012v1_genomic	5267011	6676535
GCF_000430145.2_ASM43014v3_genomic	5089224	6487830
GCF_000430165.1_ASM43016v1_genomic	4822189	6150118
GCF_000430385.1_ASM43038v1_genomic	1702398	1288967
GCF_000430405.1_ASM43040v1_genomic	5223562	5540836
GCF_000430425.1_ASM43042v1_genomic	5138575	5463707
GCF_000430465.3_TA12020_genomic	7613129	12412728
GCF_000438585.1_ASM43858v1_genomic	3091600	2919544
GCF_000438605.1_ASM43860v1_genomic	2988947	2826797
GCF_000438625.1_ASM43862v1_genomic	2943218	2788665
GCF_000438645.1_ASM43864v1_genomic	2958908	2796920
GCF_000438665.1_ASM43866v1_genomic	2981886	2822505
GCF_000438685.2_ASM43868v2_genomic	3243301	3066544
GCF_000438705.2_ASM43870v2_genomic	3009523	2848595
GCF_000438725.2_ASM43872v2_genomic	3009520	2848337
GCF_000438745.2_ASM43874v2_genomic	3009511	2848592
GCF_000438825.1_ASM43882v1_genomic	5467306	7783737
GCF_000439255.1_ASM43925v1_genomic	4773537	6006259
GCF_000439275.1_ASM43927v1_genomic	2145445	1840205
GCF_000439295.2_ASM43929v2_genomic	1594544	1335832
GCF_000439415.1_ASM43941v1_genomic	4808805	6132002
GCF_000439435.1_ASM43943v1_genomic	1086278	754167
GCF_000439455.1_ASM43945v1_genomic	945296	666727
GCF_000439495.1_ASM43949v1_genomic	4397431	4240171
GCF_000439535.1_ASM43953v1_genomic	4442851	4293198
GCF_000439575.1_ASM43957v1_genomic	4931660	4775866
GCF_000439595.1_ASM43959v1_genomic	4438745	4300666
GCF_000439695.1_ASM43969v1_genomic	7428071	13200434
GCF_000439735.1_ASM43973v1_genomic	2658507	2561384
GCF_000439755.1_ASM43975v1_genomic	1477581	1415213
GCF_000439775.1_ASM43977v1_genomic	1481598	1419818
GCF_000441535.1_ASM44153v1_genomic	1975547	1778917
GCF_000441555.1_ASM44155v1_genomic	464857	308808
GCF_000441575.1_ASM44157v1_genomic	174014	112241
GCF_000441585.1_ASM44158v1_genomic	1046087	1046547
GCF_000441615.1_ASM44161v1_genomic	1038817	1039976
GCF_000441635.1_ASM44163v1_genomic	1083893	1089751
GCF_000441655.1_ASM44165v1_genomic	1038797	1039941
GCF_000441675.1_ASM44167v1_genomic	1038792	1039873
GCF_000441695.1_ASM44169v1_genomic	1046171	1047349
GCF_000441715.1_ASM44171v1_genomic	1083841	1089997
GCF_000441735.1_ASM44173v1_genomic	1061853	1069002
GCF_000441755.1_ASM44175v1_genomic	1038839	1039829
GCF_000441775.1_ASM44177v1_genomic	1080952	1087758
GCF_000441795.1_ASM44179v1_genomic	1038442	1039016
GCF_000441815.1_ASM44181v1_genomic	1038870	1040748
GCF_000442415.1_ASM44241v1_genomic	4915960	6258378
GCF_000442435.1_ASM44243v1_genomic	7197998	11696449
GCF_000442595.1_ASM44259v1_genomic	2655425	2419877
GCF_000442645.1_ASM44264v1_genomic	2833547	4838113
GCF_000444425.1_ASM44442v1_genomic	3846754	3194680
GCF_000444465.1_ASM44446v1_genomic	910736	707497
GCF_000444875.1_ASM44487v1_genomic	8377284	15348643
GCF_000444995.1_ASM44499v1_genomic	4873118	8074451
GCF_000445015.1_ASM44501v1_genomic	3079253	4300069
GCF_000445035.1_ASM44503v1_genomic	5270527	8876766
GCF_000445425.4_ASM44542v4_genomic	937966	719009
GCF_000445995.2_ASM44599v2_genomic	3486308	5079075
GCF_000447675.1_ASM44767v1_genomic	2889324	2916764
GCF_000448685.2_ASM44868v2_genomic	2100988	1997110
GCF_000452385.2_ASM45238v2_genomic	2820834	2156609
GCF_000452445.2_ASM45244v3_genomic	6039562	9167559
GCF_000452525.3_ASM45252v4_genomic	6112257	9353995
GCF_000452565.2_ASM45256v3_genomic	6141482	9400449
GCF_000452705.1_ASM45270v3_genomic	5811653	8779947
GCF_000452745.2_ASM45274v3_genomic	5912259	8996867
GCF_000454025.1_ASM45402v1_genomic	10246864	18689461
GCF_000454045.1_ASM45404v1_genomic	6371421	10872052
GCF_000455565.1_ucmb5033v1_genomic	4071167	4836708
GCF_000455585.1_ucmb5113v1_genomic	3889532	4684601
GCF_000455605.1_GPTSA100-9_genomic	2993089	2310032
GCF_000462955.1_ASM46295v1_genomic	2736560	2081157
GCF_000462975.1_ASM46297v1_genomic	4117885	4147021
GCF_000462995.1_ASM46299v1_genomic	4623089	5887679
GCF_000463015.1_ASM46301v1_genomic	7148516	12636052
GCF_000463055.1_ASM46305v1_genomic	2757065	2099151
GCF_000463345.2_ASM46334v3_genomic	4971757	6013497
GCF_000463355.1_ASM46335v1_genomic	1996214	1830123
GCF_000463385.1_ASM46338v1_genomic	1960728	1799586
GCF_000463395.1_ASM46339v1_genomic	1935414	1817767
GCF_000463425.1_ASM46342v1_genomic	1991156	1861892
GCF_000463445.1_ASM46344v1_genomic	1935662	1817925
GCF_000463465.1_ASM46346v1_genomic	1911706	1828710
GCF_000463505.1_ASM46350v1_genomic	2233640	2113065
GCF_000464435.1_ASM46443v1_genomic	6031767	6292007
GCF_000464515.2_ASM46451v2_genomic	4766880	7147369
GCF_000464955.2_ASM46495v2_genomic	5045919	6344199
GCF_000465235.1_ASM46523v1_genomic	1732054	1338461
GCF_000465255.1_ASM46525v1_genomic	1856176	1690162
GCF_000465465.2_ASM46546v2_genomic	4543164	5500839
GCF_000465975.2_ASM46597v2_genomic	5375667	7616113
GCF_000466065.2_ASM46606v2_genomic	1719369	1300520
GCF_000466075.2_ASM46607v2_genomic	1766434	1337707
GCF_000466105.2_ASM46610v2_genomic	1680813	1272538
GCF_000466785.3_ASM46678v3_genomic	2330492	2591946
GCF_000468515.1_ASM46851v1_genomic	4835601	6092269
GCF_000468615.2_ASM46861v2_genomic	4635105	3681646
GCF_000468915.2_ASM46891v2_genomic	1718982	1300231
GCF_000468955.1_ASM46895v1_genomic	2427048	2123932
GCF_000469135.2_ASM46913v2_genomic	3765941	4771355
GCF_000470765.1_ASM47076v1_genomic	1104548	1098210
GCF_000470775.1_ASM47077v1_genomic	2686418	4754214
GCF_000470805.1_ASM47080v1_genomic	1106534	1101895
GCF_000470825.1_ASM47082v1_genomic	1106409	1100970
GCF_000470845.1_ASM47084v1_genomic	2789538	2127738
GCF_000470865.1_ASM47086v1_genomic	2728308	2079167
GCF_000471025.2_ASM47102v2_genomic	1067202	935373
GCF_000471945.1_ASM47194v1_genomic	1963012	3248307
GCF_000471965.1_ASM47196v1_genomic	626626	463222
GCF_000471985.1_ASM47198v1_genomic	2043228	2064163
GCF_000473245.1_ASM47324v1_genomic	4884713	5932275
GCF_000473275.1_ASM47327v1_genomic	4707647	6005361
GCF_000473745.2_ASM47374v3_genomic	6818030	11852643
GCF_000473995.1_ASM47399v1_genomic	5107814	3724964
GCF_000474015.1_ASM47401v1_genomic	5166857	7352164
GCF_000477035.2_ASM47703v2_genomic	4560540	3624802
GCF_000477415.1_ASM47741v1_genomic	564395	371663
GCF_000477435.1_ASM47743v1_genomic	2991840	5015227
GCF_000478255.1_ASM47825v2_genomic	2592263	2214692
GCF_000478825.2_ASM47882v2_genomic	3738889	4198607
GCF_000478885.1_ASM47888v1_genomic	2862526	4775238
GCF_000478925.1_ASM47892v1_genomic	2122284	2004050
GCF_000479315.1_ASM47931v1_genomic	2023580	2078856
GCF_000479335.1_ASM47933v1_genomic	1992567	2052570
GCF_000479355.1_ASM47935v1_genomic	825824	562297
GCF_000483715.2_ASM48371v2_genomic	4712541	6009885
GCF_000484195.3_ASM48419v3_genomic	4797172	6097475
GCF_000484505.1_ASM48450v1_genomic	4352205	3480780
GCF_000484535.1_ASM48453v1_genomic	4724791	7541806
GCF_000485885.1_ASM48588v1_genomic	3018303	2307330
GCF_000485905.1_ASM48590v1_genomic	1926631	3091333
GCF_000486045.2_ASM48604v2_genomic	4751206	6050629
GCF_000486165.2_ASM48616v2_genomic	4686793	5951356
GCF_000486345.2_ASM48634v2_genomic	4913633	6268172
GCF_000486365.2_ASM48636v2_genomic	4690430	5986951
GCF_000486405.2_ASM48640v2_genomic	4864410	6190247
GCF_000486445.2_ASM48644v2_genomic	4817791	6134321
GCF_000486585.2_ASM48658v2_genomic	4769795	6079872
GCF_000486725.2_ASM48672v2_genomic	4580689	5836077
GCF_000486765.2_ASM48676v2_genomic	4555576	5811847
GCF_000486815.2_ASM48681v2_genomic	4648879	5914489
GCF_000486855.2_ASM48685v2_genomic	4592393	5856768
GCF_000486915.2_ASM48691v2_genomic	4905181	6260732
GCF_000487015.2_ASM48701v2_genomic	4756014	6057177
GCF_000487035.2_ASM48703v2_genomic	4972820	6313976
GCF_000487155.2_ASM48715v2_genomic	4989883	6344529
GCF_000487255.2_ASM48725v2_genomic	4660922	5941654
GCF_000487295.3_ASM48729v3_genomic	4801679	6117711
GCF_000487515.2_ASM48751v2_genomic	4805448	6108422
GCF_000487575.2_ASM48757v2_genomic	4706101	6000540
GCF_000487615.2_ASM48761v2_genomic	4737447	6034522
GCF_000487775.1_ASM48777v2_genomic	4603849	5872144
GCF_000487915.2_ASM48791v2_genomic	4547600	5809602
GCF_000487935.2_ASM48793v2_genomic	5102976	6506786
GCF_000493295.2_ASM49329v2_genomic	5091833	6503313
GCF_000493375.1_BAPNAU_WGS_genomic	4204590	4971558
GCF_000493495.1_TS_genomic	1669329	1261306
GCF_000493535.2_DT2_genomic	4908645	6261055
GCF_000493735.1_ASM49373v1_genomic	2497115	2057542
GCF_000493755.1_ASM49375v1_genomic	5308275	6699189
GCF_000494385.3_ASM49438v3_genomic	4798531	6098888
GCF_000494755.1_ASM49475v1_genomic	9376071	16767601
GCF_000494775.2_ASM49477v2_genomic	1685021	1296038
GCF_000494835.1_ASM49483v1_genomic	3916828	4693958
GCF_000494855.1_ASM49485v1_genomic	7337150	13063374
GCF_000494875.1_ASM49487v1_genomic	2559946	1871271
GCF_000494895.1_ASM49489v1_genomic	2240234	2248091
GCF_000494915.1_ASM49491v1_genomic	5966222	9612070
GCF_000495455.2_ASM49545v2_genomic	6382434	10236434
GCF_000495935.2_ASM49593v2_genomic	4369828	4038741
GCF_000496265.1_ASM49626v1_genomic	1789138	1469993
GCF_000496285.1_ASM49628v1_genomic	5025419	4533428
GCF_000496455.2_ASM49645v2_genomic	7055673	12146111
GCF_000496595.1_ASM49659v1_genomic	1195201	898203
GCF_000496605.2_ASM49660v2_genomic	6498072	11288633
GCF_000496635.1_ASM49663v1_genomic	3164195	3882525
GCF_000496645.1_ASM49664v1_genomic	6309305	10954829
GCF_000496815.1_ASM49681v1_genomic	837433	558298
GCF_000497265.2_ASM49726v2_genomic	4978382	8377208
GCF_000497485.1_ASM49748v1_genomic	4033459	4562613
GCF_000497525.1_ASM49752v2_genomic	6672905	5982549
GCF_000498315.1_ASM49831v1_genomic	1660425	1391287
GCF_000498335.1_ASM49833v1_genomic	1660469	1391367
GCF_000498375.2_ASM49837v2_genomic	4178958	3684311
GCF_000498395.2_ASM49839v3_genomic	6621848	10787605
GCF_000498655.1_ASM49865v1_genomic	2163236	2484578
GCF_000498675.1_ASM49867v1_genomic	1887251	1444386
GCF_000498975.2_ASM49897v2_genomic	6247860	10305115
GCF_000499365.1_ASM49936v1_genomic	1407418	1605423
GCF_000499485.1_MYMC4100_genomic	4527247	5702804
GCF_000499645.1_IRBG74_genomic	5464982	8707731
GCF_000499665.2_RMONA_1_genomic	1353450	1030307
GCF_000499805.2_ASM49980v2_genomic	2542597	3379157
GCF_000500935.1_ASM50093v1_genomic	1160554	828591
GCF_000503845.1_ASM50384v1_genomic	4762840	6057443
GCF_000503895.1_ASM50389v1_genomic	3653836	6215794
GCF_000504045.1_ASM50404v1_genomic	6580038	11399746
GCF_000504085.1_ASM50408v1_genomic	2169860	2341669
GCF_000504105.1_ASM50410v1_genomic	2165165	3029137
GCF_000504125.1_ASM50412v1_genomic	3351060	3161794
GCF_000504545.1_ASM50454v1_genomic	4559945	6411972
GCF_000504585.2_ASM50458v2_genomic	5385946	9329668
GCF_000505365.2_ASM50536v2_genomic	4768236	6071236
GCF_000505685.1_ASM50568v2_genomic	3925246	3446736
GCF_000505705.1_ASM50570v1_genomic	4821559	6125440
GCF_000505725.1_ASM50572v1_genomic	1858986	1382956
GCF_000506785.4_ASM50678v4_genomic	6186993	4573529
GCF_000507205.3_ASM50720v2_genomic	6019882	6966488
GCF_000507225.1_ASM50722v1_genomic	1051055	1049849
GCF_000507245.1_ASM50724v1_genomic	3782798	5301009
GCF_000508205.1_ASM50820v1_genomic	7012672	11016166
GCF_000508225.1_ASM50822v1_genomic	1196717	837328
GCF_000508245.1_ASM50824v1_genomic	702511	488572
GCF_000508265.1_ASM50826v1_genomic	3942754	4736811
GCF_000508765.1_ASM50876v1_genomic	6550070	11378908
GCF_000510265.1_ASM51026v1_genomic	1518634	1018224
GCF_000510285.1_ASM51028v1_genomic	6000087	9836034
GCF_000510305.1_ASM51030v1_genomic	6725183	11666885
GCF_000510325.1_ASM51032v1_genomic	5945120	9752364
GCF_000511285.2_ASM51128v2_genomic	4922468	6982057
GCF_000511305.1_ASM51130v1_genomic	5590512	10109817
GCF_000511325.1_ASM51132v1_genomic	5891312	9809430
GCF_000511355.1_ASM51135v1_genomic	4650965	7614419
GCF_000511385.1_ASM51138v1_genomic	4540155	7015534
GCF_000511405.1_ASM51140v1_genomic	4056006	4705683
GCF_000511895.1_ASM51189v1_genomic	7391361	13141761
GCF_000511915.1_ASM51191v1_genomic	7313851	13024641
GCF_000512125.1_ASM51212v1_genomic	4701875	5819483
GCF_000512145.1_ASM51214v2_genomic	1030618	787886
GCF_000512165.1_ASM51216v1_genomic	5739888	8044523
GCF_000512185.1_ASM51218v1_genomic	4527993	7122356
GCF_000512205.2_ASM51220v2_genomic	6580297	11409863
GCF_000512355.1_ASM51235v1_genomic	2773209	2729561
GCF_000512375.1_ASM51237v1_genomic	5369927	7213096
GCF_000512395.1_ASM51239v1_genomic	2307684	2155500
GCF_000512735.1_ASM51273v1_genomic	1521037	1770174
GCF_000512745.2_ASM51274v2_genomic	1996729	1592057
GCF_000512775.2_ASM51277v2_genomic	5410560	4862146
GCF_000512835.2_ASM51283v2_genomic	5505446	4941081
GCF_000512895.1_ASM51289v1_genomic	2943336	3416148
GCF_000512915.1_ASM51291v1_genomic	3076856	4354700
GCF_000512955.1_ASM51295v1_genomic	1896406	1655989
GCF_000513215.1_DB11_genomic	5113802	7738838
GCF_000513295.1_MGMSRv2_genomic	4365796	7333384
GCF_000513475.1_Bbla_genomic	1118422	723383
GCF_000513595.1_ASM51359v1_genomic	3032624	2872007
GCF_000513615.1_ASM51361v1_genomic	2974403	2814854
GCF_000513635.1_ASM51363v1_genomic	3032624	2871990
GCF_000513655.1_ASM51365v1_genomic	3032624	2871990
GCF_000513675.1_ASM51367v1_genomic	2998206	2839817
GCF_000513695.1_ASM51369v1_genomic	2994351	2835942
GCF_000517305.1_ASM51730v1_genomic	5986012	9107100
GCF_000517365.1_ASM51736v1_genomic	1132591	777576
GCF_000517405.1_ASM51740v1_genomic	4513140	6224395
GCF_000517425.1_ASM51742v1_genomic	5159425	7223036
GCF_000517605.1_ASM51760v1_genomic	6903379	11287199
GCF_000520015.2_ASM52001v2_genomic	5488183	6885221
GCF_000520035.1_ASM52003v1_genomic	5737294	7219588
GCF_000520055.1_ASM52005v1_genomic	5559008	6975542
GCF_000520875.1_ASM52087v1_genomic	6703653	10952421
GCF_000520895.1_ASM52089v1_genomic	7316084	13028272
GCF_000521505.1_ASM52150v1_genomic	4764126	6783187
GCF_000521525.1_ASM52152v1_genomic	651306	439073
GCF_000521545.1_ASM52154v1_genomic	651304	438843
GCF_000521565.1_ASM52156v1_genomic	651316	438586
GCF_000521585.1_ASM52158v1_genomic	651310	438563
GCF_000521605.1_ASM52160v1_genomic	2393449	2219652
GCF_000521645.1_ASM52164v1_genomic	7313103	13022811
GCF_000521655.1_ASM52165v1_genomic	2245238	2142414
GCF_000521685.1_ASM52168v1_genomic	2228291	2119424
GCF_000521695.1_ASM52169v1_genomic	2131927	2028904
GCF_000521725.1_ASM52172v1_genomic	2340975	2268643
GCF_000521745.1_ASM52174v1_genomic	2454127	2389218
GCF_000521765.1_ASM52176v1_genomic	2443169	2370569
GCF_000522545.2_ASM52254v2_genomic	9482704	15879238
GCF_000522985.1_ASM52298v1_genomic	7479215	13780577
GCF_000523045.1_ASM52304v1_genomic	4043042	4577073
GCF_000523235.1_ASM52323v1_genomic	8348532	14969233
GCF_000524555.1_ASM52455v1_genomic	760240	546435
GCF_000524575.1_ASM52457v1_genomic	1881193	1383141
GCF_000524595.1_ASM52459v1_genomic	6433441	11188456
GCF_000525635.1_ASM52563v1_genomic	9874924	17853215
GCF_000525675.1_ASM52567v1_genomic	3006992	3109541
GCF_000525715.1_ASM52571v1_genomic	1871119	1531366
GCF_000530755.1_W_O_volvulus_Cameroon_v3_genomic	960618	713578
GCF_000534935.2_ASM53493v2_genomic	5495687	4932369
GCF_000550745.1_ASM55074v1_genomic	2961043	2645844
GCF_000550765.1_ASM55076v1_genomic	3905082	6396358
GCF_000550785.1_ASM55078v1_genomic	3132211	4382971
GCF_000550805.1_ASM55080v1_genomic	2931780	4906511
GCF_000565155.1_ASM56515v1_genomic	2919538	2678460
GCF_000565175.1_ASM56517v1_genomic	1175131	816588
GCF_000565195.1_ASM56519v1_genomic	1132608	777945
GCF_000565215.1_ASM56521v1_genomic	1075953	796736
GCF_000567905.1_ASM56790v1_genomic	6768369	12039949
GCF_000567925.1_ASM56792v1_genomic	6577132	11674957
GCF_000567945.1_ASM56794v1_genomic	6651687	11825475
GCF_000568455.1_ASM56845v1_genomic	2951201	2248380
GCF_000568475.1_ASM56847v1_genomic	2951235	2788857
GCF_000568495.1_ASM56849v1_genomic	5232572	5565459
GCF_000568815.1_ASM56881v1_genomic	3175729	3312385
GCF_000568855.2_ASM56885v2_genomic	6278626	10904314
GCF_000568935.1_ASM56893v1_genomic	2942168	2787039
GCF_000568955.1_ASM56895v1_genomic	2244624	3502584
GCF_000568975.1_ASM56897v1_genomic	2288911	3554381
GCF_000569015.1_ASM56901v1_genomic	2358811	3665603
GCF_000569035.1_ASM56903v1_genomic	2315891	3596447
GCF_000569055.1_ASM56905v1_genomic	2331707	3625681
GCF_000569075.1_ASM56907v1_genomic	2294458	3569613
GCF_000572125.1_ASM57212v1_genomic	4407929	7487696
GCF_000572155.1_ASM57215v1_genomic	4401899	7478315
GCF_000572175.1_ASM57217v1_genomic	4399385	7472495
GCF_000572195.1_ASM57219v1_genomic	4414346	7497741
GCF_000576085.2_ASM57608v2_genomic	2721810	4241787
GCF_000576125.1_ASM57612v1_genomic	2178998	2499823
GCF_000576145.2_ASM57614v2_genomic	2729888	4242777
GCF_000576165.1_ASM57616v1_genomic	2147181	2465861
GCF_000576185.2_ASM57618v2_genomic	2742670	4287575
GCF_000576555.1_ASM57655v1_genomic	5252070	7895153
GCF_000577745.1_6179_18022011_genomic	3072826	2896170
GCF_000577895.1_M2_40_genomic	3617025	2750337
GCF_000582515.1_ASM58251v1_genomic	4964409	5371314
GCF_000582535.1_ASM58253v1_genomic	657101	444998
GCF_000582555.1_ASM58255v1_genomic	3764053	3943080
GCF_000582665.1_ASM58266v1_genomic	3064279	3338324
GCF_000582845.1_SV_1_genomic	2907193	2749792
GCF_000583065.1_ASM58306v1_genomic	3957904	4749555
GCF_000583105.1_ASM58310v1_genomic	5487517	4923846
GCF_000583755.1_ASM58375v1_genomic	1858716	1421275
GCF_000583775.1_ASM58377v1_genomic	1872234	1434488
GCF_000583795.1_ASM58379v1_genomic	1733165	1333995
GCF_000583835.1_ASM58383v1_genomic	7450509	13240670
GCF_000583855.1_ASM58385v1_genomic	2882437	4681167
GCF_000583875.1_ASM58387v1_genomic	1048257	893669
GCF_000585995.1_ASM58599v1_genomic	6652394	10551543
GCF_000590455.1_ASM59045v1_genomic	3763492	3863491
GCF_000590475.1_ASM59047v1_genomic	4731327	7441210
GCF_000590495.2_ASM59049v2_genomic	5429298	9379771
GCF_000590535.2_ASM59053v2_genomic	4553687	5021046
GCF_000590555.1_ASM59055v1_genomic	2031862	3051619
GCF_000590575.1_ASM59057v1_genomic	1042494	1043036
GCF_000590615.1_ASM59061v1_genomic	1042726	1043091
GCF_000590635.1_ASM59063v1_genomic	1042853	1043270
GCF_000590675.1_ASM59067v1_genomic	1042731	1043197
GCF_000590755.1_ASM59075v1_genomic	1043204	1043691
GCF_000590795.1_ASM59079v1_genomic	3278034	5118309
GCF_000590815.1_ASM59081v1_genomic	3277545	5123165
GCF_000590865.3_ASM59086v3_genomic	1230251	1115160
GCF_000590925.1_ASM59092v1_genomic	3555109	6155692
GCF_000597785.2_ASM59778v2_genomic	4712721	5320665
GCF_000597845.1_ASM59784v1_genomic	4758629	6033812
GCF_000597865.1_ASM59786v1_genomic	3055036	3542580
GCF_000597905.1_ASM59790v1_genomic	5417210	7682195
GCF_000597945.1_ASM59794v2_genomic	4850874	5411075
GCF_000597965.1_ASM59796v1_genomic	2787689	2125746
GCF_000597985.1_ASM59798v1_genomic	5828201	6740815
GCF_000598005.1_ASM59800v1_genomic	5540934	7825360
GCF_000599625.1_ASM59962v1_genomic	4807977	6083108
GCF_000599645.1_ASM59964v1_genomic	4875682	6169910
GCF_000599665.1_ASM59966v1_genomic	5054509	6338205
GCF_000599685.1_ASM59968v1_genomic	4998910	6264188
GCF_000599705.1_ASM59970v1_genomic	5090442	6401219
GCF_000599985.1_ASM59998v1_genomic	3139412	2349790
GCF_000600005.1_ASM60000v1_genomic	2527978	2475874
GCF_000600015.1_ASM60001v1_genomic	2904661	2755701
GCF_000600045.1_ASM60004v1_genomic	1633212	1368917
GCF_000600055.1_ASM60005v1_genomic	3315275	5178404
GCF_000600085.1_ASM60008v1_genomic	1637925	1373570
GCF_000600105.1_ASM60010v1_genomic	4662822	4142235
GCF_000600125.1_ASM60012v1_genomic	1553826	1308126
GCF_000600145.1_ASM60014v1_genomic	1599700	1340940
GCF_000600165.1_ASM60016v1_genomic	1634852	1370581
GCF_000600185.1_ASM60018v1_genomic	1595058	1336984
GCF_000600205.1_ASM60020v1_genomic	1600345	1342038
GCF_000600225.1_ASM60022v1_genomic	1634875	1372701
GCF_000604045.1_ASM60404v1_genomic	2105411	2344235
GCF_000604065.3_ASM60406v3_genomic	5378916	9297745
GCF_000604105.1_ASM60410v1_genomic	3210111	2990591
GCF_000612055.1_ASM61205v1_genomic	2338390	3573064
GCF_000612075.2_ASM61207v2_genomic	4796281	7534639
GCF_000612325.1_ASM61232v1_genomic	4738298	6030658
GCF_000612505.1_ASM61250v1_genomic	5270566	7301456
GCF_000612685.1_scf7180000000004_genomic	3952818	7025300
GCF_000612765.1_PRJEB5998_assembly_1_genomic	1975465	1929507
GCF_000612965.1_PRJEB4971_assembly_1_genomic	1905383	1864114
GCF_000613085.1_R479A_18022011_genomic	3031650	2862605
GCF_000619905.2_ASM61990v2_genomic	3210113	4527720
GCF_000623055.1_ASM62305v2_genomic	4679953	5954977
GCF_000623095.1_ASM62309v2_genomic	4685794	5963350
GCF_000623115.2_ASM62311v2_genomic	4685836	5963369
GCF_000623135.1_ASM62313v2_genomic	4685804	5963399
GCF_000623195.2_ASM62319v2_genomic	4679291	5953807
GCF_000623275.1_ASM62327v1_genomic	4682911	5959100
GCF_000623295.1_ASM62329v1_genomic	4678618	5953285
GCF_000623315.1_ASM62331v1_genomic	4711473	5993660
GCF_000623335.1_ASM62333v1_genomic	4678687	5953427
GCF_000623355.1_ASM62335v1_genomic	4678418	5952523
GCF_000623375.1_ASM62337v1_genomic	4682805	5959340
GCF_000623395.2_ASM62339v2_genomic	4685661	5963353
GCF_000623455.2_ASM62345v2_genomic	4685676	5963268
GCF_000623475.1_ASM62347v2_genomic	4685806	5963588
GCF_000623615.2_ASM62361v2_genomic	4685709	5963203
GCF_000623655.2_ASM62365v2_genomic	4685668	5963352
GCF_000623675.2_ASM62367v2_genomic	4685728	5963409
GCF_000623715.2_ASM62371v2_genomic	4685583	5963450
GCF_000623735.2_ASM62373v2_genomic	4685668	5963464
GCF_000624055.2_ASM62405v2_genomic	4685649	5963462
GCF_000624175.1_ASM62417v2_genomic	4685800	5963326
GCF_000624395.2_ASM62439v2_genomic	4679418	5954350
GCF_000625855.1_ASM62585v2_genomic	4685610	5963132
GCF_000626095.2_ASM62609v2_genomic	4685617	5963355
GCF_000626175.1_ASM62617v1_genomic	4711160	5993407
GCF_000626195.1_ASM62619v1_genomic	4711924	5994205
GCF_000626215.1_ASM62621v1_genomic	4654149	5922365
